title,real_abstract,best_generated_abstract,bleu_score,rouge_score,meteor_score
Implementation of a Hierarchical fuzzy controller for a biped robot,"  In this paper the design of a control system for a biped robot is described.
Control is specified for a walk cycle of the robot. The implementation of the
control system was done on Matlab Simulink. In this paper a hierarchical fuzzy
logic controller (HFLC) is proposed to control a planar biped walk. The HFLC
design is bio-inspired from human locomotion system. The proposed method is
applied to control five links planar biped into free area and without
obstacles.
","Implementation of a Hierarchical fuzzy controller for a biped robot

The Hierarchy Compartment is a 3D hierarchy of nodes between the nodes. This is made of multiple edges and can be subdivided into three groups or clusters, depending on the direction the axis must be rotated. An edge is defined as a point on a tree with the center node being perpendicular to it, its",0.29768539996758997,0.25999999500200005,0.20897235263432445
"Correlations between perturbation theory and power corrections in QCD at
  zero and finite temperature","  The duality between QCD perturbative series and power corrections recently
conjectured by Narison and Zakharov is analyzed. We propose to study
correlations between both contributions as diagnostics tool. A very strong
correlation between perturbative and non perturbative contributions is observed
for several observables at zero and at finite temperature supporting the
validity of the dual description.
","Correlations between perturbation theory and power corrections in QCD at
  zero and finite temperature. We use a log-rank correlation to determine how significant the two factors are on the

first day of the random time period (the first day is the first
.",0.27501298208468655,0.34567900743789065,0.26803061331653016
Fermionic Response in Finite-Density ABJM Theory with Broken Symmetry,"  We calculate fermionic response in domain wall backgrounds of
four-dimensional gauged supergravity interpolating between distinct stable AdS
vacua. The backgrounds, found by Bobev et al., are holographically dual to
zero-temperature states of ABJM theory at finite density for monopole charge
and are similar to zero-temperature limits of holographic superconductors, but
with a symmetry-breaking source as well. The condensed scalar mixes charged and
neutral fields dual to composite fermionic operators in the Dirac equations.
Both gapped and gapless bands of stable quasiparticles are found.
","Fermionic Response in Finite-Density ABJM Theory with Broken Symmetry Theorem A

We propose that both the first-order and 2-dimensional structures in the solm-diluted model, which show such weakly connected structures, are also broken due to failure of their energy-transduction coupling. For 2D and subDimensional structures whose coupling is weak in 2H",0.11516592777403155,0.14035087241458927,0.13807529184513315
Extension of Chern-Simons forms and new gauge anomalies,"  We present a general analysis of gauge invariant, exact and metric
independent forms which can be constructed using higher rank field-strength
tensors. The integrals of these forms over the corresponding space-time
coordinates provides new topological Lagrangians. With these Lagrangians one
can define gauge field theories which generalize the Chern-Simons quantum field
theory. We also present explicit expressions for the potential gauge anomalies
associated with the tensor gauge fields and classify all possible anomalies
that can appear in lower dimensions. Of special interest are those which can be
constructed in four, six, eight and ten dimensions.
","Extension of Chern-Simons forms and new gauge anomalies were detected in both locations. Additionally, several additional stations in the system's base were also observed to have been located and detected. To date, this has not been detected by satellite due to possible non-compliance between Chern Corporation employees and the International Meteorological Agency (IMSA). We expect future activities will verify the results of these monitoring checks of the station locations and find no anomalies or deviations. However, such operations",0.216506413826252,0.16541352885748223,0.15763546798029557
Thin n-in-p planar pixel modules for the ATLAS upgrade at HL-LHC,"  The ATLAS experiment will undergo a major upgrade of the tracker system in
view of the high luminosity phase of the LHC (HL-LHC) foreseen to start around
2025. Thin planar pixel modules are promising candidates to instrument the new
pixel system, thanks to the reduced contribution to the material budget and
their high charge collection efficiency after irradiation. New designs of the
pixel cells, with an optimized biasing structure, have been implemented in
n-in-p planar pixel productions with sensor thicknesses of 270 um. Using beam
tests, the gain in hit efficiency is investigated as a function of the received
irradiation fluence. The outlook for future thin planar pixel sensor
productions will be discussed, with a focus on thin sensors with a thickness of
100 and 150 um and a novel design with the optimized biasing structure and
small pixel cells (50 um x 50 um and 25 um x 100 um). These dimensions are
foreseen for the new ATLAS read-out chip in 65 nm CMOS technology and the fine
segmentation will represent a challenge for the tracking in the forward region
of the pixel system at HL-LHC. To predict the performance of 50 um x 50 um
pixels at high eta, FE-I4 compatible planar pixel sensors have been studied
before and after irradiation in beam tests at high incidence angle with respect
to the short pixel direction. Results on cluster shapes, charge collection- and
hit efficiency will be shown.
","Thin n-in-p planar pixel modules for the ATLAS upgrade at HL-LHC will comprise a large-scale transducer with the support of a suborbital nozzle capable of delivering the LHC mission module. The LAPO transducers are designed to support both transpeakers from an orbital spacecraft and one or more spacecraft, which are separated from the main LAS by a second transceiver to facilitate communication between the two spacecraft. These will be provided along with two or three of the first transporters. Additionally, the second LAPSO engine will drive the payload and support the entire team for an indefinite period.""

""This research is now being conducted at LLCTI that will enable us to take a closer look at the system at higher atmospheric altitudes,"" MRC Chief Scientific Adviser John Moore said. ""The mission is to enable the development of spacecraft capable to move, maintain and engage in high-energy space weather in deep space and beyond."" Moore also noted that the new system, also developed by The Astrophysical Journal, will bring a further step of support to the search for new targets during the near-Earth-orbit mission for",0.2696030835762026,0.20472440446400905,0.18431163783397458
Unconditional convergence and invertibility of multipliers,"  In the present paper the unconditional convergence and the invertibility of
multipliers is investigated. Multipliers are operators created by (frame-like)
analysis, multiplication by a fixed symbol, and resynthesis. Sufficient and/or
necessary conditions for unconditional convergence and invertibility are
determined depending on the properties of the analysis and synthesis sequences,
as well as the symbol. Examples which show that the given assertions cover
different classes of multipliers are given. If a multiplier is invertible, a
formula for the inverse operator is determined. The case when one of the
sequences is a Riesz basis is completely characterized.
","Unconditional convergence and invertibility of multipliers

The second idea for reducing the number of variables is a reduction in the degree of homogeneity. As explained in his recent paper ""Toward a Theory of the Integral Multiplying Principle"", then, since the sum of parameters of a multiply could be expressed algebraically (by using a fixed sum that includes all the independent factors), this idea makes sense if one knows that the multiphysics must",0.252275196279927,0.18487394460843176,0.20097667490543078
On the renormalization of the Gibbons-Hawking boundary term,"  The bulk (Einstein-Hilbert) and boundary (Gibbons-Hawking) terms in the
gravitational action are generally renormalized differently when integrating
out quantum fluctuations. The former is affected by nonminimal couplings, while
the latter is affected by boundary conditions. We use the heat kernel method to
analyze this behavior for a nonminimally coupled scalar field, the Maxwell
field, and the graviton field. Allowing for Robin boundary conditions, we
examine in which cases the renormalization preserves the ratio of boundary and
bulk terms required for the effective action to possess a stationary point. The
implications for field theory and black hole entropy computations are
discussed.
","On the renormalization of the Gibbons-Hawking boundary term, the Heterophils and Hormones classification has appeared in Section 2.4.1, with a proposed classification, and both the SDSC and the ESDAS are now able to interpret it as a new classification that is compatible with the new terminology.


In the second of these discussions, we will consider the role of an external group (such as environmental groups) in the classification of different groups",0.22318005286612216,0.16129031768600435,0.17312831982107912
Spacing Distribution of a Bernoulli Sampled Sequence,"  We investigate the spacing distribution of sequence
\[S_n=\left\{0,\frac{1}{n},\frac{2}{n},\dots,\frac{n-1}{n},1\right\}\] after
Bernoulli sampling. We describe the closed form expression of the probability
mass function of the spacings, and show that the spacings converge in
distribution to a geometric random variable.
","Spacing Distribution of a Bernoulli Sampled Sequence

As seen above in this image, the AEDB distribution of the Sampling sequence consists of one and five distinct points,",0.27107791217722094,0.18181817689917368,0.16589506172839505
"A Topological Investigation of Phase Transitions of Cascading Failures
  in Power Grids","  Cascading failures are one of the main reasons for blackouts in electric
power transmission grids. The economic cost of such failures is in the order of
tens of billion dollars annually. The loading level of power system is a key
aspect to determine the amount of the damage caused by cascading failures.
Existing studies show that the blackout size exhibits phase transitions as the
loading level increases. This paper investigates the impact of the topology of
a power grid on phase transitions in its robustness. Three spectral graph
metrics are considered: spectral radius, effective graph resistance and
algebraic connectivity. Experimental results from a model of cascading failures
in power grids on the IEEE power systems demonstrate the applicability of these
metrics to design/optimize a power grid topology for an enhanced phase
transition behavior of the system.
","A Topological Investigation of Phase Transitions of Cascading Failures
  in Power Grids - a paper in the journal 'Electronic Power Analysis and Statistical Techniques'.
 ""The data have been analyzed to give a clear picture of the transition of a large number of phase transitions. In total there were 668 failed phases. This figure was 549 times higher than the number reported for the previous year."" 
""According to the following table, the failure rate was 4.3 times that of previous and has been reported to be 5.6 times greater with the exception of at about 100%, as indicated by the time on this page. The actual number is",0.24944700021201677,0.19277107933807533,0.2175191004780364
On spacelike and timelike minimal surfaces in $AdS_n$,"  We discuss timelike and spacelike minimal surfaces in $AdS_n$ using a
Pohlmeyer type reduction. The differential equations for the reduced system are
derived in a parallel treatment of both type of surfaces, with emphasis on
their characteristic differences. In the timelike case we find a formulation
corresponding to a complete gauge fixing of the torsion. In the spacelike case
we derive three sets of equations, related to different parameterizations
enforced by the Lorentzian signature of the metric in normal space. On the
basis of these equations, we prove that there are no flat spacelike minimal
surfaces in $AdS_n, n\geq 4$ beyond the four cusp surfaces used in the
Alday-Maldacena conjecture. Furthermore, we give a parameterization of flat
timelike minimal surfaces in $AdS_5$ in terms of two chiral fields.
","On spacelike and timelike minimal surfaces in $AdS_n$ the spacelist can be defined in a simple form by treating the $S$ as a space and then iterating over each $i$. The following example shows how to create the ""S"" and ""M"" spacels. The $M$ consists of all of the possible positions in the current spaceled space.

This example is very concise because the initial tensor functions are defined for $P_p$. If we are to simplify, we would create a $N_P^2$ spaced system with nonlocality $p",0.2340955185542881,0.22666666175555567,0.20347105136787905
Statistical and entanglement entropy for black holes in quantum geometry,"  We analyze the relationship between entanglement (or geometric) entropy with
statistical mechanical entropy of horizon degrees of freedom when described in
the framework of isolated horizons in loop quantum gravity. We show that, once
the relevant degrees of freedom are identified, the two notions coincide. The
key ingredient linking the two notions is the structure of quantum geometry at
Planck scale implied by loop quantum gravity, where correlations between the
inside and outside of the black hole are mediated by eigenstates of the horizon
area operator.
","Statistical and entanglement entropy for black holes in quantum geometry. The latter has been used to calculate the entropy of many known qubits.

An initial description of the problem
 ""we are unable to estimate the distance between black hole and the standard model of gravity at the relativistic speed given a large number of particles, as well as a great deal more to do.""
, the classical quantum particle.",0.2657513125298492,0.23008849058501069,0.2095645869063341
"On the Alexander polynomial and the signature invariant of two-bridge
  knots","  Fox conjectured the Alexander polynomial of an alternating knot is
trapezoidal, i.e. the coefficients first increase, then stabilize and finally
decrease in a symmetric way. Recently, Hirasawa and Murasugi further
conjectured a relation between the number of the stable coefficients in the
Alexander polynomial and the signature invariant. In this paper we prove the
Hirasawa-Murasugi conjecture for two-bridge knots.
","On the Alexander polynomial and the signature invariant of two-bridge
  knots they obtain all

(3) where
. is the poymeter for the string,, the identity of the word
 or string to be used
 (see also the function of a word",0.2643011489976335,0.28947367943213304,0.2500032333579068
Birational modifications of surfaces via unprojections,"  We describe elementary transformations between minimal models of rational
surfaces in terms of unprojections. These do not fit into the framework of
Kustin-Miller unprojections as introduced by Papadakis and Reid, since we have
to leave the world of projectively Gorenstein varieties. Also, our
unprojections do not depend on the choice of the unprojection locus only, but
need extra data corresponding to the choice of a divisor on this unprojection
locus.
","Birational modifications of surfaces via unprojections using simple geometry can be applied to all layers of the image, allowing for increased performance when working with a larger number of layers. Because of its relatively simple nature this could potentially make it useful for applications on mobile and desktop environments. The paper has some further details on its application which is available on the following",0.19917414155188246,0.16822429406585743,0.13315579227696403
"Analyzing Mobility-Traffic Correlations in Large WLAN Traces: Flutes vs.
  Cellos","  Two major factors affecting mobile network performance are mobility and
traffic patterns. Simulations and analytical-based performance evaluations rely
on models to approximate factors affecting the network. Hence, the
understanding of mobility and traffic is imperative to the effective evaluation
and efficient design of future mobile networks. Current models target either
mobility or traffic, but do not capture their interplay. Many trace-based
mobility models have largely used pre-smartphone datasets (e.g., AP-logs), or
much coarser granularity (e.g., cell-towers) traces. This raises questions
regarding the relevance of existing models, and motivates our study to revisit
this area. In this study, we conduct a multidimensional analysis, to
quantitatively characterize mobility and traffic spatio-temporal patterns, for
laptops and smartphones, leading to a detailed integrated mobility-traffic
analysis. Our study is data-driven, as we collect and mine capacious datasets
(with 30TB, 300k devices) that capture all of these dimensions. The
investigation is performed using our systematic (FLAMeS) framework. Overall,
dozens of mobility and traffic features have been analyzed. The insights and
lessons learnt serve as guidelines and a first step towards future integrated
mobility-traffic models. In addition, our work acts as a stepping-stone towards
a richer, more-realistic suite of mobile test scenarios and benchmarks.
","Analyzing Mobility-Traffic Correlations in Large WLAN Traces: Flutes vs.
  Cellos and Cellulose. The authors present data from a single large, mobile, distributed Wi-Fi network. They provide their data on these two traffic dynamics based on their analysis of network traffic data. Our approach of looking at the two main traffic patterns in the same network does not require extensive network tuning as described in Klemens, et al., 2007. However, we are trying to apply a different approach. Because of the large number of networks and their high frequency in combination with the high connectivity potential, our analysis does have to examine only the network dynamics. We present a simple solution from two networks of five different connections such at four levels of traffic intensity. When comparing each of these modes in total there are three traffic types (miles, m/s and time interval) that may have no clear association with each other based solely on the traffic behavior of this",0.18818838816326117,0.1900826397049383,0.1699638738394588
"Experimental set-up of the LUNASKA lunar Cherenkov observations at the
  ATCA","  This contribution describes the experimental set-up implemented by the
LUNASKA project at the Australia Telescope Compact Array (ATCA) to enable the
radio-telescope to be used to search for pulses of coherent Cherenkov radiation
from UHE particle interactions in the Moon with an unprecedented bandwidth, and
hence sensitivity. Our specialised hardware included analogue de-dispersion
filters to coherently correct for the dispersion expected of a ~nanosecond
pulse in the Earth's ionosphere over our wide (600 MHz) bandwidth, and
FPGA-based digitising boards running at 2.048 GHz for pulse detection. The
trigger algorithm is described, as are the methods used discriminate between
terrestrial RFI and true lunar pulses. We also outline the next stage of
hardware development expected to be used in our 2010 observations.
","Experimental set-up of the LUNASKA lunar Cherenkov observations at the
  ATCA (ATCB - the NASA Goddard Space Flight Center) in Georgia, where LASKA captured

the largest visible-light image of a solar system, in 2001. The moon
, by contrast, can take up to 10 times more light than Earth's total solar
's.
. Its orbital distance from the Earth is in the same ballpark as Earth from Earth to the Moon. "" The
"" Solar System was discovered almost 90 months ago, making it its",0.20027093979546842,0.20987653831961603,0.177013942680093
Rydberg dressing of a one-dimensional Bose-Einstein condensate,"  We study the influence of Rydberg dressed interactions in a one-dimensional
(1D) Bose-Einstein Condensate (BEC). We show that a 1D geometry offers several
advantages over 3D for observing BEC Rydberg dressing. The effects of dressing
are studied by investigating collective BEC dynamics after a rapid switch-off
of the Rydberg dressing interaction. The results can be interpreted as an
effective modification of the s-wave scattering length. We include this
modification in an analytical model for the 1D BEC, and compare it to numerical
calculations of Rydberg dressing under realistic experimental conditions.
","Rydberg dressing of a one-dimensional Bose-Einstein condensate. As seen on the right, one can see that BOSE-EDI-SAR is the same condensation model as Rydgren's, yet the two condenses have different effects on each other. The two are not identical, but there are differences in their properties. Therefore, it is not surprising that the effect of BECON, and the",0.21228573089942165,0.2631578898907357,0.2024670526973906
"Density Fluctuations in the Yukawa One Component Plasma: An accurate
  model for the dynamical structure factor","  Using numerical simulations, we investigate the equilibrium dynamics of a
single component fluid with Yukawa interaction potential. We show that, for a
wide range of densities and temperatures, the dynamics of the system are in
striking agreement with a simple model of generalized hydrodynamics. Since the
Yukawa potential can describe the ion-ion interactions in a plasma, the model
has significant applicability for both analyzing and interpreting the results
of x-ray scattering data from high power lasers and fourth generation light
sources.
","Density Fluctuations in the Yukawa One Component Plasma: An accurate
  model for the dynamical structure factor and a

differences in distribution of the components.
 (A) A model with φ and P values of 10 for each component,



A model
, and F and M for a range of ς value and
.

: a π and",0.23996604988946085,0.18367346463973358,0.17584994138335286
Varieties of Mixing,"  We consider extensions of the notion of topological transitivity for a
dynamical system $(X,f)$. In addition to chain transitivity, we define strong
chain transitivity and vague transitivity. Associated with each there is a
notion of mixing, defined by transitivity of the product system $(X \times X, f
\times f)$. These extend the concept of weak mixing which is associated with
topological transitivity. Using the barrier functions of Fathi and Pageault, we
obtain for each of these extended notions a dichotomy result that a transitive
system of each type either satisfies the corresponding mixing condition or else
factors onto an appropriate type of equicontinuous minimal system. The
classical dichotomy result for minimal systems follows when it is shown that a
minimal system is weak mixing if and only if it is vague mixing.
","Varieties of Mixing

What is Mixology?
. Mixologists are practitioners of the blending process of a wide variety of substances and styles. They know what the best, worst and best mixes are for the various kinds of products they're involved with such as dry mixes, smoke mixes and more.
- - - __________________________________________________. Mixologist is a unique approach to mixology and blends. It examines potential products for each and every mixing category, and determines the results on the basis of their impact on their own blendology.


The purpose is simple: use your imagination and try to understand each company individually, using ingredients like fragrance",0.20973956699525423,0.14193547887617086,0.16172506738544473
Metastability limit for the nucleation of NaCl crystals in confinement,"  We study the spontaneous nucleation and growth of sodium chloride crystals
induced by controlled evaporation in confined geometries (microcapillaries)
spanning several orders of magnitude in volume. In all experiments, the
nucleation happens reproducibly at a very high supersaturation S~1.6 and is
independent of the size, shape and surface properties of the microcapillary. We
show from classical nucleation theory that this is expected: S~1.6 corresponds
to the point where nucleation first becomes observable on experimental time
scales. A consequence of the high supersaturations reached at the onset of
nucleation is the very rapid growth of a single skeletal (Hopper) crystal.
Experiments on porous media reveal also the formation of Hopper crystals in the
entrapped liquid pockets in the porous network and consequently underline the
fact that sodium chloride can easily reach high supersaturations, in spite of
what is commonly assumed for this salt.
","Metastability limit for the nucleation of NaCl crystals in confinement is 0.001%, which means for every cell, in all experiments using at least one-sixth of the cell volumes for a given strain the average density is 1.02 times that of a standard specimen, assuming you have a 1∶5μm layer of N 2 solution at the surface. Thus, for many cells you take only one kilogram of plasma or a few g of tissue (e.g. 1 g N N M ).


The main observation about Na+ crystals is that the N 3 -4:4 ratio within these crystals produces a very large number of crystals. Therefore, this process also produces",0.2209467092688687,0.13793102953626654,0.17173051519154559
Interface states in bilayer graphene and valleytronics,"  We study the states localized near an interface between conducting and
insulating bilayer graphene (BLG) and show that they have highly unusual
properties that have no analog in conventional systems. Moreover, the states
belonging to the two independent valleys in the Brillouin zone of BLG show
contrasting properties that allows a relatively easier experimental realization
of various valley based functionalities desired in valleytronics without
requiring any sophisticated techniques.
","Interface states in bilayer graphene and valleytronics have been shown to be important for improving materials efficiency and in order to overcome a major issue is that their density can exceed that for most conventional materials. However, the low weight and high quality of these materials are quite surprising to us due to the fact that most of the graphene nanowire",0.2923230686080249,0.23762375743554565,0.21203333333333332
Influence of Plasma Collective Effects on Cosmological Evolution,"  It is well-known that the universe was in a plasma state both before
decoupling and after reionization. However, the conventional wisdom has been
that the plasma effects are largely Debye-shielded and can thus be safely
ignored when considering large scale evolutions. Recently we showed that large
scale structure formation in the universe may actually be suppressed by the
plasma collective effect. Indeed, observational data indicate that the
conventional theoretical formula tends to overestimate the matter power
spectrum at scales $k>1h{\rm Mpc}^{-1}$. In this paper, we further develop our
theory through a more thorough and general derivation of the
Maxwell-Einstein-Boltzmann equation. In addition to baryon density perturbation
post reionization, we apply this general formulation to investigate the
possible plasma effect on CMB anisotropy. As expected, while the plasma effect
does render an observable effect to the former, its impact on the latter is
totally negligible.
","Influence of Plasma Collective Effects on Cosmological Evolution

Although most models focus on the formation of the ""warp"" phase (Figure 6a), we argue that the actual phenomenon that produces these effects is much more complex. First, we note the interplay between the gravitational pull of a large body acting on an enormous component of matter and the effects on cosmic rays. Our study indicates that both physical and experimental evidence suggests that space-time conditions in space are important for explaining cosmic phenomena. We use this data to propose what would have to be the most powerful known force on matter from the universe, and which would be responsible for the very intense influence that this force would exert on universe-forming forces.",0.2665185200698824,0.18749999504394543,0.17335766423357662
A test for cosmic distance duality,"  Testing the cosmic distance duality relation (CDDR) constitutes an important
task for cosmology and fundamental physics since any violation of it would be a
clear evidence of new physics. In this {\it Letter}, we propose a new test for
the CDDR using only measurements of the gas mass fraction of galaxy clusters
from Sunyaev-Zeldovich ($f_{SZE}$) and X-ray surface brightness ($f_{X-ray}$)
observations. We show that the relation between current $f_{X-ray}$ and
$f_{SZE}$ observations is given by $f_{SZE}=\eta f_{X-ray}$, where $\eta$
quantifies deviations from the CDDR. Since this latter expression is valid for
the same object in a given galaxy cluster sample, the method proposed removes
possible contaminations from different systematics error sources and redshift
differences involved in luminosity and angular diameter distance measurements.
We apply this cosmological model-independent methodology to the most recent
$f_{X-ray}$ and $f_{SZE}$ data and show that no significant violation of the
CDDR is found.
","A test for cosmic distance duality may be conducted with several different instruments available.

A. The Measurement of a Multivariate Measure of Multiplicity and Double-Divided Inflation
. While the measure of inter-dimensional inflation has been discussed a few times, there is only one scientific approach that is consistent with the measured interspersed interdimensional space/gravity. This approach includes the fact that the cross-body measurement of the gravitational force from the Earth-Moon ratio has already demonstrated that a gravitational monopole cannot be measured simultaneously in very long distance. Using the experimental results of Murchison et al., we show that all gravitational measurements of this magnitude occur with sufficient frequency and are thus consistent. Such interplan",0.2314859427599853,0.19251336403557448,0.14422385986203373
"Conductance Discontinuity on the Surface of a Topological Insulator with
  Magnetic Electrodes","  Asymmetric electrical conductance is theoretically demonstrated on the
surface of a topological insulator (TI) in the limit of infinitesimally small
forward and reverse biases between two spin selective electrodes. The
discontinuous behavior relies on the spin-momentum interlocked nature of TI
surface electrons together with the resulting imbalance in the coupling
coefficients between the electrodes and TI surface states. The analysis is
based on a transmission matrix model that, in combination with a
phenomenological treatment for the diffusive limit, accounts for both ballistic
and scattered paths simultaneously. With the estimated conductance asymmetry
over a factor of 10, implementation in the ratchet-like applications and
low-voltage rectification circuits appears practicable.
","Conductance Discontinuity on the Surface of a Topological Insulator with
  Magnetic Electrodes

by C. J. McGovern. M.D. University of Southern California, Los Angeles; and Richard Cogdell (University of Wisconsin) and Steven J. Everson (Syracuse University).
 and..
. L. A. R. Clements, B. T. Kalei, P. Blyth, Riek K. Wroble, T",0.05774740094245564,0.11570247466703111,0.12581949458483754
"Two-dimensional Decoding Algorithms and Recording Techniques for Bit
  Patterned Media Feasibility Demonstrations","  Recording experiments and decoding algorithms are presented for evaluating
the bit-error-rate of state-of-the-art magnetic bitpatterned media. The
recording experiments are performed with a static tester and conventional
hard-disk-drive heads. As the reader dimensions are larger than the bit
dimensions in both the down-track and the cross-track directions, a
two-dimensional bit decoding algorithm is required. Two such algorithms are
presented in details together with the methodology implemented to accurately
retrieve island positions during recording. Using these techniques, a 1.6
Td/in$^2$ magnetic bit pattern media is demonstrated to support 2D bit error
rates below 1e-2 under shingled magnetic recording conditions.
","Two-dimensional Decoding Algorithms and Recording Techniques for Bit
  Patterned Media Feasibility Demonstrations

""For me, the challenge is, how do we get this data to be usable?""
)
.
We propose the next step:
Data is sent to us in a standard format, to a machine, in the form of data types like images and bit. Each pixel, from a given bit into a one-way data set. This is",0.17027978206796396,0.14399999509248015,0.18037631798675705
"Calibration of the Mixing-Length Theory for Convective White Dwarf
  Envelopes","  A calibration of the mixing-length parameter in the local mixing-length
theory (MLT) is presented for the lower part of the convection zone in
pure-hydrogen atmosphere white dwarfs. The parameterization is performed from a
comparison of 3D CO5BOLD simulations with a grid of 1D envelopes with a varying
mixing-length parameter. In many instances, the 3D simulations are restricted
to the upper part of the convection zone. The hydrodynamical calculations
suggest, in those cases, that the entropy of the upflows does not change
significantly from the bottom of the convection zone to regions immediately
below the photosphere. We rely on this asymptotic entropy value, characteristic
of the deep and adiabatically stratified layers, to calibrate 1D envelopes. The
calibration encompasses the convective hydrogen-line (DA) white dwarfs in the
effective temperature range 6000 < Teff (K) < 15,000 and the surface gravity
range 7.0 < log g < 9.0. It is established that the local MLT is unable to
reproduce simultaneously the thermodynamical, flux, and dynamical properties of
the 3D simulations. We therefore propose three different parameterizations for
these quantities. The resulting calibration can be applied to structure and
envelope calculations, in particular for pulsation, chemical diffusion, and
convective mixing studies. On the other hand, convection has no effect on the
white dwarf cooling rates until there is a convective coupling with the
degenerate core below Teff ~ 5000 K. In this regime, the 1D structures are
insensitive to the MLT parameterization and converge to the mean 3D results,
hence remain fully appropriate for age determinations.
","Calibration of the Mixing-Length Theory for Convective White Dwarf
  Envelopes were made of 1/3"" x 2"" plywood, covered with a thin layer of epoxy resin for 15 sec. per sample. The walls below the surface have the same dimensions, but each sample in a different pattern (and the layers that are above and below), and the thickness can be adjusted to accommodate different temperature ranges. Each paper is individually shipped by EMS or FedEx International. No shipping fees will be charged.

1,000, 100 grams of white dwarfs, 1,500, 150 grams white dwarf, and 25,400 grams black dwarf were tested at 70 degrees and 30 seconds; black dwarf and brown dwarf both measured between 4 and 7 inches in length. Results were averaged on a scale of 0 to 1 for each test by measuring a ratio to the relative strengths and dilutions of all other materials by applying two 0-3 weighting points to each black scale. For each calibration, weight used was a randomization factor from the average weight of each reference, a distribution of weight over all scales, where 0 is average and 1 is the mean weight. We used the two weights to approximate the weight distribution for",0.23131547574106986,0.14840988901547042,0.18889970032577746
Global Minimum Search via Annealing. Nanoscale Gold Clusters,"  Global minimum potential energy state can be very challenging to locate in a
relatively large atomistic system. Our present work investigates this problem
using an example of gold nanoclusters, Au10, Au20, Au30, Au50. Nanoscale gold
particles (NGPs) contribute heavily life sciences through their applications in
diagnostics and therapeutics. NGPs feature manifold atomistic configurations
depending on the conditions of synthesis. We apply annealing molecular dynamics
(AMD) as an alternative and supplement to the well-established eigenfollowing
(EF) geometry optimization. We conclude that the combination of AMD and EF
systematically works more efficiently than EF alone.
","Global Minimum Search via Annealing. Nanoscale Gold Clusters: How the Future and Future of Banking will Impact the U.S. Gold Market.

Geraldine T. Anderson is a co-founder and executive director of AQUA Gold, an equity brokerage company and investor in the gold markets. T Anderson has also worked at The Dow Jones Global Head Start Investment Funds, which has served as one of the best-ranked firms among the major",0.16376155053862176,0.13138685648036671,0.12310606060606062
Form factors of twist fields in the lattice Dirac theory,"  We study U(1) twist fields in a two-dimensional lattice theory of massive
Dirac fermions. Factorized formulas for finite-lattice form factors of these
fields are derived using elliptic parametrization of the spectral curve of the
model, elliptic determinant identities and theta functional interpolation. We
also investigate the thermodynamic and the infinite-volume scaling limit, where
the corresponding expressions reduce to form factors of the exponential fields
of the sine-Gordon model at the free-fermion point.
","Form factors of twist fields in the lattice Dirac theory are also related to the magnetic fields of the magnetonicity in magnetic monopropellants (MNP) [9]. In general, lattices are oriented in an anticlasing way such that if the field is not symmetric due to one field having a counterclockwise direction, the",0.31571022623213213,0.23655913491501918,0.23181332301558152
"The Joint Diffusion of a Digital Platform and its Complementary Goods:
  The Effects of Product Ratings and Observational Learning","  The authors study the interdependent diffusion of an open source software
(OSS) platform and its software complements. They quantify the role of OSS
governance, quality signals such as product ratings, observational learning,
and user actions upon adoption. To do so they extend the Bass Diffusion Model
and apply it to a unique data set of 6 years of daily downloads of the Firefox
browser and 52 of its add-ons. The study then re-casts the resulting
differential equations into non-linear, discrete-time, state space forms; and
estimate them using an MCMC approach to the Extended Kalman Filtern (EKF-MCMC).
Unlike continuous-time filters, the EKF-MCMC approach avoids numerical
integration, and so is more computational efficient, given the length of our
time-series, high dimension of our state space and need to model heterogeneity.
Results show, for example, that observational learning and add-on ratings
increase the demand for Firefox add-ons; add-ons can increase the market
potential of the Firefox platform; a slow add-on review process can diminish
platform success; and OSS platforms (i.e. Chrome and Firefox) compete rather
than complement each other.
","The Joint Diffusion of a Digital Platform and its Complementary Goods:
  The Effects of Product Ratings and Observational Learning on the Development of Distributed Services
   In this paper I am going to introduce an understanding of how the various features of the system work together. This is going back at least to the 1970s when IBM was at the C.E.O. of Stanford Computer Corporation. The C&O, for its part, was a software company focused on programming in an effort to solve the problems of high computing. The problem with these companies is that, in IBM's view, as programmers it had to be an academic work. Computer science was not going away, and the focus focused more on engineering. They wanted to help engineers reach their full potential, but they also wanted us to see how to put together an efficient and high-tech system.",0.21652436122307758,0.14912280209295184,0.19278467453533804
